Sensor,Coeff_0,Coeff_1,Coeff_2,Coeff_3,Coeff_4,Coeff_5,Coeff_6,Coeff_7,Coeff_8,Coeff_9,Coeff_10,Coeff_11,Coeff_12,Coeff_13,Coeff_14,Coeff_15,Coeff_16,Coeff_17,Coeff_18,Coeff_19,Coeff_20,Coeff_21,Coeff_22,Coeff_23,Coeff_24,Coeff_25,Coeff_26,Coeff_27,Coeff_28,Coeff_29,Coeff_30,Coeff_31,Coeff_32,Coeff_33,Coeff_34,Coeff_35,Coeff_36,Coeff_37,Coeff_38,Coeff_39,Coeff_40,Coeff_41,Coeff_42,Coeff_43,Coeff_44,Coeff_45,Coeff_46,Coeff_47,Coeff_48,Coeff_49,Coeff_50,Coeff_51,Coeff_52,Coeff_53,Coeff_54,Coeff_55,Coeff_56,Coeff_57,Coeff_58,Coeff_59,Coeff_60,Coeff_61,Coeff_62,Coeff_63,Coeff_64,Coeff_65,Coeff_66,Coeff_67,Coeff_68,Coeff_69,Coeff_70,Coeff_71,Coeff_72,Coeff_73,Coeff_74,Coeff_75,Coeff_76,Coeff_77,Coeff_78,Coeff_79,Coeff_80,Coeff_81,Coeff_82,Coeff_83,Coeff_84,Coeff_85,Coeff_86,Coeff_87,Coeff_88,Coeff_89,Coeff_90,Coeff_91,Coeff_92,Coeff_93,Coeff_94,Coeff_95,Coeff_96,Coeff_97,Coeff_98,Coeff_99,Coeff_100,Coeff_101,Coeff_102,Coeff_103,Coeff_104,Coeff_105,Coeff_106,Coeff_107,Coeff_108,Coeff_109,Coeff_110,Coeff_111,Coeff_112,Coeff_113,Coeff_114,Coeff_115,Coeff_116,Coeff_117,Coeff_118,Coeff_119,Coeff_120,Coeff_121,Coeff_122,Coeff_123,Coeff_124,Coeff_125,Coeff_126,Coeff_127
fotorresistencia_data.csv,456.79098064650975,457.4980874276963,459.6194077712559,460.32651455244246,460.32651455244246,461.74072811481557,462.4478348960021,462.4478348960021,592.5554826343268,1059.2459582174483,1375.322689407835,1361.1805537841042,1337.846030004948,1320.1683604752843,1321.5825740376574,1335.0176028802018,1347.038418160373,1410.6780284671624,1448.1546878700494,1448.1546878700494,1436.1338725898781,1423.4059505285204,1421.2846301849606,1408.5567081236027,1414.213562373095,1431.1841251215724,1445.3262607453032,1441.083620058184,1439.6694064958108,1427.6485912156395,1429.0628047780128,1428.3556979968262,1421.991736966147,1417.749096279028,1431.891231902759,1393.0003589374987,1144.0987719598338,1091.065763370843,1100.9652583074544,1117.9358210559317,1141.9774516162743,1157.5338008023784,1152.5840533340725,1137.0277041479685,1137.7348109291552,1167.4332957389902,1195.7175669864519,1181.575431362721,1186.525178831027,1209.859702610183,1221.1734111091678,1221.1734111091678,1221.8805178903542,1229.6586924834064,1227.5373721398466,1240.2652942012046,1255.1145366061219,1257.942963730868,1256.5287501684952,1258.6500705120548,1267.8424586674796,1270.6708857922258,1265.72113832392,1267.8424586674796,-1.414213562373078,-2.1213203435596313,0.0,-0.7071067811865532,-0.7071067811865532,-0.7071067811865532,0.0,0.0,72.12489168102786,-159.80613254815972,-7.778174593051972,-0.7071067811865532,4.242640687119319,4.949747468305759,-7.778174593051972,5.656854249492426,-6.363961030678865,-9.192388155425078,0.0,0.0,0.7071067811865532,2.1213203435596597,-1.4142135623731065,-5.656854249492312,2.828427124746213,-8.485281374238525,1.4142135623731065,-4.242640687119319,4.242640687119319,2.1213203435596597,-0.7071067811865532,-1.4142135623731065,0.7071067811865532,-0.7071067811865532,0.7071067811865532,25.45584412271569,49.497474683058385,-7.778174593051972,-2.1213203435596597,-2.1213203435596597,-4.949747468305873,-9.192388155425078,-2.8284271247460993,2.828427124746213,0.7071067811865532,-10.606601717798299,10.606601717798299,-14.849242404917504,11.313708498984738,4.949747468305759,-13.435028842544511,-2.1213203435596597,2.828427124746213,-2.1213203435596597,-4.242640687119319,-11.313708498984738,-3.535533905932766,6.363961030678865,-3.535533905932766,-1.4142135623731065,-0.7071067811865532,2.1213203435596597,-2.8284271247460993,2.1213203435596597
fotorresistencia_data.csv,1267.8424586674796,1274.2064196981587,1288.3485553218898,1045.810929374904,817.415439051649,847.113923861484,844.9926035179244,852.7707781109764,856.3063120169091,857.7205255792823,859.8418459228418,861.2560594852149,869.7413408594535,871.8626612030132,873.9839815465727,877.5195154525055,877.5195154525055,877.5195154525055,883.8834764831845,898.0256121069153,907.9251070435271,923.4814562296311,974.3931444750626,1132.7850634608492,1200.6673144547578,1203.4957415795038,1192.1820330805192,1190.0607127369594,1184.403858487467,1182.9896449250941,1176.625683894415,1171.6759364261093,1167.4332957389902,1160.3622279271244,1163.1906550518706,1166.0190821766168,1159.655121145938,1163.1906550518706,1163.1906550518706,1170.9688296449228,1175.2114703320422,1178.0398974567884,1178.0398974567884,1175.2114703320422,1173.797256769669,1176.6256838944153,1170.9688296449228,1173.0901499884826,1062.781492123381,441.2346314604057,435.5777772109133,435.5777772109133,436.9919907732864,436.9919907732864,436.9919907732864,436.9919907732864,436.9919907732864,436.2848839920998,436.9919907732864,436.9919907732864,438.4062043356595,438.4062043356595,438.4062043356595,437.6990975544729,-2.1213203435596597,-4.242640687119319,2.828427124746213,156.27059864222707,-15.556349186104,1.4142135623731065,-0.7071067811864964,-2.828427124746213,0.7071067811865532,-0.7071067811865532,0.0,-1.4142135623731065,-1.4142135623731065,-0.7071067811865532,0.0,-0.7071067811865532,0.7071067811865532,-2.1213203435596597,0.0,-5.656854249492369,-4.242640687119319,-2.828427124746213,-35.35533905932738,-35.355339059327434,-5.656854249492426,4.242640687119206,1.4142135623731065,0.7071067811865532,0.7071067811865532,0.7071067811865532,2.8284271247460993,0.7071067811865532,3.535533905932766,-2.1213203435596597,-2.1213203435596597,0.7071067811865532,0.0,-2.1213203435596597,-0.7071067811865532,-2.828427124746213,-1.4142135623731065,-1.4142135623729928,0.0,1.4142135623731065,-1.4142135623731065,0.0,-4.242640687119319,4.949747468305873,103.94469683442253,5.656854249492369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865248,0.0,0.0,0.0,0.0,0.0,0.7071067811865532
fotorresistencia_data.csv,437.6990975544729,437.6990975544729,437.6990975544729,438.4062043356595,436.9919907732864,438.4062043356595,438.4062043356595,438.4062043356595,438.4062043356595,438.4062043356595,438.4062043356595,439.8204178980326,438.4062043356595,439.8204178980326,441.2346314604057,441.2346314604057,441.2346314604057,441.2346314604057,441.2346314604057,441.94173824159225,442.6488450227788,442.6488450227788,442.6488450227788,443.35595180396535,442.6488450227788,444.06305858515185,444.7701653663384,444.7701653663384,445.47727214752496,445.47727214752496,445.47727214752496,445.47727214752496,445.47727214752496,445.47727214752496,445.47727214752496,446.89148570989806,446.89148570989806,446.89148570989806,446.89148570989806,446.89148570989806,446.89148570989806,446.89148570989806,447.5985924910846,448.30569927227117,448.30569927227117,448.30569927227117,448.30569927227117,449.0128060534577,449.0128060534577,449.7199128346443,449.7199128346443,449.7199128346443,449.7199128346443,448.30569927227117,449.0128060534577,449.0128060534577,449.7199128346443,449.7199128346443,449.7199128346443,449.7199128346443,449.7199128346443,449.7199128346443,448.30569927227117,447.5985924910846,-0.7071067811865532,-0.7071067811865532,0.7071067811865532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4142135623731065,0.0,-1.4142135623731065,0.0,0.0,0.0,0.0,0.0,-0.7071067811865532,0.0,0.0,0.0,-0.7071067811865248,0.0,0.0,-0.7071067811865532,-0.7071067811865532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7071067811865532,0.0,0.0,0.0,0.0,-0.7071067811865532,-0.7071067811865532,0.0,0.0,0.0,0.0,0.0,-0.7071067811865532,-0.7071067811865532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7071067811865532
fotorresistencia_data.csv,448.30569927227117,448.30569927227117,449.7199128346443,448.30569927227117,448.30569927227117,450.4270196158308,451.1341263970173,451.1341263970173,451.1341263970173,451.1341263970173,485.78235867515815,470.9331162702407,835.8002153624993,1275.6206332605318,1385.9292911256332,1368.2516215959695,1345.6242045980002,1344.9170978168136,1359.7663402217308,1395.828786062245,1393.7074657186854,1403.606960655297,1373.2013690642755,1368.9587283771561,1357.6450198781713,1354.1094859722384,1353.402379191052,1349.1597385039327,1336.431816442575,1335.7247096613883,1332.896282536642,1329.3607486307094,1332.896282536642,1329.3607486307094,1330.0678554118958,1335.0176028802018,1335.7247096613883,1333.6033893178287,1327.9465350683363,1332.896282536642,1333.6033893178287,1315.9257197881652,1317.339933350538,1320.1683604752843,1322.2896808188439,1326.5323215059634,1335.7247096613883,1348.4526317227462,1409.2638149047893,1446.7404743076763,1448.1546878700494,1448.1546878700494,1445.3262607453032,1441.7907268393706,1438.9622997146244,1437.548086152251,1436.1338725898781,1428.3556979968262,1443.91204718293,1448.1546878700494,1443.2049404017434,1443.2049404017434,1444.6191539641168,1444.6191539641168,0.0,0.0,0.0,0.0,0.0,-0.7071067811865248,0.0,0.0,0.0,0.0,-34.648232278140824,-11.313708498984766,-193.74725804511405,-66.46803743153555,2.828427124746213,-0.7071067811865532,2.1213203435596597,0.0,0.7071067811865532,0.0,-4.949747468305873,6.363961030678865,1.4142135623731065,1.4142135623731065,0.0,0.7071067811865532,0.0,1.4142135623729928,1.4142135623731065,-0.7071067811865532,0.7071067811865532,-5.656854249492426,0.7071067811865532,0.0,-0.7071067811865532,-5.656854249492426,4.949747468305873,0.0,-1.4142135623731065,-0.7071067811865532,0.0,3.535533905932766,0.7071067811865532,-6.363961030678865,-2.8284271247460993,-7.071067811865419,-6.363961030678979,0.7071067811864395,-17.677669529663717,-1.4142135623731065,0.0,0.0,2.828427124746213,2.1213203435596597,0.7071067811865532,2.1213203435596597,0.7071067811865532,7.071067811865419,-4.242640687119319,0.0,3.535533905932766,-0.7071067811865532,-0.7071067811865532,-0.7071067811865532
fotorresistencia_data.csv,1444.6191539641168,1444.6191539641168,1442.497833620557,1445.3262607453032,1444.6191539641168,1434.719659027505,1438.2551929334377,1437.548086152251,1447.447581088863,1438.9622997146244,1434.719659027505,1441.083620058184,1436.8409793710646,1429.0628047780128,1427.6485912156395,1421.2846301849606,1417.749096279028,1441.7907268393706,1448.1546878700494,1434.0125522463186,1429.7699115591993,1421.991736966147,1417.749096279028,1415.6277759354682,1410.6780284671622,1260.0642840744276,918.5317087613253,979.3428919433684,978.6357851621818,1000.5560953789648,1011.8698038779496,1023.8906191581209,1032.3759005323595,1042.9825022501577,1033.7901140947324,1054.2962107491423,1111.5718600252528,1168.1404025201766,1162.4835482706842,1169.5546160825497,1169.5546160825497,1178.7470042379748,1188.6464991745866,1199.2531008923847,1202.081528017131,1202.7886347983176,1186.525178831027,1180.161217800348,1181.5754313627208,1182.9896449250941,1196.4246737676385,1192.8891398617056,1210.5668093913696,1212.6881297349291,1209.859702610183,1217.637877203235,1236.022653514085,1227.5373721398466,1200.6673144547578,861.256059485215,627.9108216936543,631.4463555995869,432.0422433049806,425.67828227430164,0.7071067811865532,-0.7071067811865532,-2.828427124746213,0.0,0.7071067811865532,2.121320343559546,-1.4142135623731065,0.7071067811865532,-0.7071067811865532,6.363961030678865,-4.949747468305759,1.4142135623731065,0.0,2.1213203435596597,2.1213203435596597,4.242640687119319,-4.949747468305873,-6.363961030678979,0.0,-4.242640687119206,2.828427124746213,0.7071067811865532,-0.7071067811865532,-2.828427124746213,2.1213203435596597,134.3502884254441,-44.54772721475251,-9.192388155425078,-1.4142135623731065,-3.5355339059327093,-3.5355339059327093,-1.4142135623731065,-5.656854249492312,-2.1213203435596597,7.071067811865419,-17.677669529663717,-29.69848480983501,-2.828427124746213,1.4142135623731065,-2.828427124746213,-5.656854249492426,4.949747468305759,-13.435028842544398,-2.828427124746213,0.0,2.1213203435596597,8.485281374238525,2.121320343559546,-0.7071067811865532,-4.949747468305759,-1.4142135623731065,-3.535533905932766,-4.242640687119206,2.1213203435596597,0.7071067811865532,-1.4142135623731065,5.656854249492312,-1.4142135623731065,28.284271247461902,79.19595949289334,93.33809511662429,-26.1629509039023,3.5355339059327378,0.0
fotorresistencia_data.csv,431.33513652379406,618.0113267570425,429.2138161802344,431.335136523794,432.04224330498056,429.9209229614209,429.2138161802344,428.50670939904785,430.6280297426075,430.6280297426075,361.3315651863258,421.4356415871823,433.45645686735367,434.1635636485402,434.1635636485402,435.5777772109133,436.9919907732864,436.9919907732864,436.9919907732864,438.4062043356595,438.4062043356595,439.8204178980326,441.2346314604057,437.6990975544729,437.6990975544729,434.1635636485402,431.335136523794,428.50670939904785,434.16356364854016,441.94173824159225,442.6488450227788,442.6488450227788,442.6488450227788,442.6488450227788,442.6488450227788,442.6488450227788,442.6488450227788,442.6488450227788,442.6488450227788,442.6488450227788,444.06305858515185,444.7701653663384,444.06305858515185,444.7701653663384,444.7701653663384,444.7701653663384,444.7701653663384,444.7701653663384,444.7701653663384,445.47727214752496,445.47727214752496,445.47727214752496,441.2346314604057,433.45645686735367,432.7493500861671,433.45645686735367,436.9919907732864,439.8204178980326,438.4062043356595,438.4062043356595,438.4062043356595,437.6990975544729,435.5777772109133,435.5777772109133,-2.8284271247461845,-33.94112549695427,-0.7071067811865248,0.0,0.7071067811865532,0.0,0.7071067811865248,0.0,-2.1213203435596313,2.1213203435596313,-4.949747468305816,-5.6568542494923975,-0.7071067811865532,0.0,-1.4142135623731065,0.0,0.0,0.0,0.0,0.0,0.0,-1.4142135623731065,0.0,0.7071067811865532,0.7071067811865532,1.4142135623731065,1.4142135623731065,0.0,-2.8284271247461845,-0.7071067811865532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7071067811865532,0.0,-0.7071067811865532,0.7071067811865532,0.7071067811865532,0.7071067811865532,-0.7071067811865532,0.7071067811865532,0.0,0.0,0.0,2.8284271247461845,0.7071067811865532,0.0,-0.7071067811865532,-1.414213562373078,-1.4142135623731065,0.0,0.0,0.0,0.7071067811865532,0.0,0.0
fotorresistencia_data.csv,437.6990975544729,439.8204178980326,442.6488450227788,442.6488450227788,443.35595180396535,443.35595180396535,442.6488450227788,441.2346314604057,438.4062043356595,438.4062043356595,438.4062043356595,438.4062043356595,438.4062043356595,441.2346314604057,439.8204178980326,452.54833995939043,567.8067452927977,689.4291116568838,549.4219689819474,535.986940139403,849.2352442050437,1132.0779566796627,1277.034846822905,1263.5998179803605,1280.5703807288378,1264.3069247615472,1250.8718959190028,1240.2652942012044,1210.5668093913694,1163.8977618330573,1151.1698397716996,1186.525178831027,1195.0104602052652,1178.0398974567884,1150.462732990513,1157.5338008023784,1069.8525599352465,1088.9444430272833,1089.6515498084698,1030.2545801887998,995.606347910659,1092.479976933216,1238.8510806388313,1281.9845942912107,1289.7627688842626,1376.0297961890215,1342.0886706920674,1347.7455249415598,1314.511506225792,1327.2394282871496,1377.4440097513948,1410.6780284671622,1405.7282809988565,1374.6155826266486,1325.8252147247767,1364.0089809088504,1354.816592753425,1354.816592753425,1409.970921685976,1413.5064555919084,1412.799348810722,1403.606960655297,1390.8790385939392,1378.8582233137677,-0.7071067811865532,-1.4142135623731065,0.0,0.0,-0.7071067811865248,0.7071067811865248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4142135623731065,-9.89949493661166,-89.80256121069155,27.57716446627535,38.890872965260144,-25.45584412271569,-106.77312395916869,-89.80256121069158,-2.828427124746213,-4.949747468305759,0.7071067811865532,8.485281374238525,-2.1213203435596597,0.0,-2.828427124746213,2.828427124746213,-14.142135623730951,-8.485281374238525,14.142135623730951,-1.4142135623729928,7.778174593051972,7.778174593051972,-12.020815280171291,7.071067811865419,17.677669529663717,7.778174593051972,-26.870057685088796,16.26345596729061,-31.112698372208115,12.020815280171291,-36.76955262170043,-22.62741699796959,5.656854249492426,4.242640687119206,-6.363961030678865,-0.7071067811865532,-24.041630560342696,2.1213203435596597,4.242640687119206,16.970562748477164,-38.89087296526009,-10.606601717798299,8.485281374238525,8.485281374238525,-8.485281374238525,3.535533905932766,0.0,16.26345596729061,-6.363961030678979,-7.071067811865419
fotorresistencia_data.csv,1361.8876605652906,1325.11810794359,1318.0470401317248,1313.097292663419,1308.1475451951128,1325.8252147247767,1341.3815639108807,1339.2602435673211,1326.5323215059632,1327.2394282871496,1339.2602435673211,1335.0176028802018,1310.9759723198592,1308.8546519762995,1304.6120112891804,1313.8043994446055,1308.147545195113,1309.5617587574861,1297.5409434773146,1315.2186130069786,1339.9673503485078,1378.1511165325812,1413.5064555919084,1406.4353877800431,1407.849601342416,1430.4770183403857,1446.7404743076763,1448.1546878700494,1447.447581088863,1440.3765132769972,1446.0333675264897,1448.1546878700494,1448.1546878700494,1448.1546878700494,1448.1546878700494,1448.1546878700494,1448.1546878700494,1425.52727087208,1339.9673503485078,1347.038418160373,1361.8876605652906,1356.2308063157982,1361.1805537841042,1363.3018741276637,1376.7369029702081,1391.5861453751256,1394.4145724998718,1394.4145724998718,1394.4145724998718,1394.4145724998718,1397.242999624618,1399.3643199681778,1403.606960655297,1405.7282809988565,1403.606960655297,1275.620633260532,529.6229791087242,427.09249583667474,451.8412331782039,432.04224330498056,428.50670939904785,429.2138161802344,430.62802974260745,432.7493500861671,1.4142135623731065,1.4142135623731065,-2.8284271247460993,6.363961030678979,12.727922061357845,-6.363961030678865,0.7071067811865532,7.071067811865532,2.828427124746213,-2.1213203435596597,-4.242640687119319,1.4142135623731065,1.4142135623731065,-0.7071067811865532,2.1213203435596597,-1.4142135623731065,1.4142135623731065,1.4142135623731065,2.1213203435596597,-1.4142135623731065,3.535533905932766,-14.849242404917504,-2.1213203435596597,4.949747468305759,-2.1213203435596597,-7.778174593051972,0.0,0.0,0.7071067811865532,-2.1213203435596597,-2.1213203435596597,0.0,0.0,0.0,0.0,0.0,0.0,22.627416997969476,6.363961030678979,-3.5355339059326525,0.0,-2.828427124746213,0.7071067811865532,-4.242640687119319,-2.121320343559546,-2.828427124746213,0.0,1.4142135623731065,0.0,-1.4142135623731065,1.4142135623731065,-3.535533905932766,0.7071067811865532,0.0,2.121320343559546,125.86500705120545,101.11626970967632,0.0,2.1213203435596313,0.7071067811865532,0.0,-0.7071067811865248,-0.7071067811865532,0.0
fotorresistencia_data.csv,432.7493500861671,432.7493500861671,432.7493500861671,433.45645686735367,433.45645686735367,434.1635636485402,434.1635636485402,434.1635636485402,434.1635636485402,434.1635636485402,434.1635636485402,434.1635636485402,439.11331111684603,642.0529573173852,1256.528750168495,1409.970921685976,1434.0125522463184,1438.9622997146244,1420.5775234037742,1412.0922420295356,1406.4353877800431,1396.5358928434316,1402.192747092924,1391.5861453751256,1386.6363979068196,1386.6363979068196,1380.9795436573274,1388.050611469193,1392.293252156312,1387.3435046880063,1373.908475845462,1364.0089809088504,1358.352126659358,1356.2308063157982,1354.1094859722384,1345.6242045980002,1332.896282536642,1317.339933350538,1315.2186130069786,1310.9759723198592,1307.4404384139266,1299.6622638208744,1257.2358569496814,1261.478497636801,1239.558187420018,1240.2652942012044,1233.9013331705255,1266.4282451051067,1303.197797726807,1328.653641849523,1220.466304327981,1233.1942263893388,1240.9724009823908,1252.2861094813757,1347.7455249415598,1424.1130573097068,1405.7282809988565,1394.4145724998718,1393.7074657186854,1381.6866504385139,1388.7577182503794,1364.7160876900368,1413.5064555919084,1421.991736966147,0.0,0.0,0.0,-0.7071067811865532,-0.7071067811865532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5355339059327378,-207.88939366884497,-67.17514421272199,-16.970562748477164,0.0,0.7071067811865532,0.7071067811865532,-0.7071067811865532,3.5355339059326525,0.7071067811865532,-0.7071067811865532,2.828427124746213,-2.1213203435596597,4.949747468305873,4.949747468305759,-4.949747468305873,0.7071067811865532,4.242640687119319,2.1213203435596597,2.1213203435596597,0.7071067811865532,-1.4142135623731065,3.535533905932766,-0.7071067811865532,2.1213203435596597,2.1213203435596597,0.0,4.242640687119319,0.7071067811865532,0.0,-7.071067811865419,29.69848480983501,-6.363961030678865,1.4142135623731065,-2.121320343559546,-3.5355339059326525,-10.606601717798299,21.920310216782923,-1.4142135623731065,5.656854249492312,-4.949747468305873,-24.748737341529136,-36.76955262170043,-7.071067811865532,14.142135623730951,-1.4142135623731065,-0.7071067811865532,4.242640687119319,2.828427124746213,-11.313708498984852,-2.1213203435596597,0.7071067811865532
